"name","wiki_link","description"
"Cyprus","https://en.wikipedia.org/wiki/Cyprus","Cyprus was placed under British administration based on the Cyprus Convention in 1878 and was formally annexed by Britain in 1914. While Turkish Cypriots made up 18% of the population, the partition of Cyprus and creation of a Turkish state in the north became a policy of Turkish Cypriot leaders and Turkey in the 1950s. Turkish leaders for a period advocated the annexation of Cyprus to Turkey as Cyprus was considered an ""extension of Anatolia"" by them; while, since the 19th century,[11][12] the majority Greek Cypriot population and its Orthodox church had been pursuing union with Greece, which became a Greek national policy in the 1950s.[13] Following nationalist violence in the 1950s, Cyprus was granted independence in 1960.[14] In 1963, the 11-year intercommunal violence between Greek Cypriots and Turkish Cypriots started, which displaced more than 25,000 Turkish Cypriots[15][16] and brought the end of Turkish Cypriot representation in the republic. On 15 July 1974, a coup d'état was staged by Greek Cypriot nationalists[17][18] and elements of the Greek military junta[19] in an attempt at enosis, the incorporation of Cyprus into Greece. This action precipitated the Turkish invasion of Cyprus on 20 July,[20] which led to the capture of the present-day territory of Northern Cyprus in the following month, after a ceasefire collapsed, and the displacement of over 150,000 Greek Cypriots[21][22] and 50,000 Turkish Cypriots.[23] A separate Turkish Cypriot state in the north was established by unilateral declaration in 1983; the move was widely condemned by the international community, with Turkey alone recognizing the new state. These events and the resulting political situation are matters of a continuing dispute."
"Czech Republic","https://en.wikipedia.org/wiki/Czech_Republic","The Czech Republic (/ˈtʃɛk rɪˈpʌblɪk/ ( listen)[10] Czech: Česká republika, Czech pronunciation: [ˈtʃɛskaː ˈrɛpuˌblɪka] ( listen)),[11] also known as Czechia[12] (/ˈtʃɛkiə/ ( listen); Czech: Česko, pronounced [ˈtʃɛsko] ( listen)), is a landlocked nation state in Central Europe bordered by Germany to the west, Austria to the south, Slovakia to the east and Poland to the northeast.[13] The Czech Republic covers an area of 78,866 square kilometres (30,450 sq mi) with a mostly temperate continental climate and oceanic climate. It is a unitary parliamentary republic, has 10.6 million inhabitants and the capital and largest city is Prague, with over 1.2 million residents. The Czech Republic includes the historical territories of Bohemia,[14] Moravia, and Czech Silesia."
"Denmark","https://en.wikipedia.org/wiki/Denmark","Denmark (/ˈdɛnmɑːrk/ ( listen); Danish: Danmark, pronounced [ˈdanmɑɡ] ( listen)), officially the Kingdom of Denmark,[N 10] is a Nordic country and a sovereign state. The southernmost of the Scandinavian nations, it is south-west of Sweden and south of Norway,[N 11] and bordered to the south by Germany. The Kingdom of Denmark also comprises two autonomous constituent countries in the North Atlantic Ocean: the Faroe Islands and Greenland. Denmark proper consists of a peninsula, Jutland, and an archipelago of 443 named islands,[N 2][10] with the largest being Zealand, Funen and the North Jutlandic Island. The islands are characterised by flat, arable land and sandy coasts, low elevation and a temperate climate. Denmark has an area of 42,924 km2 (16,573 sq mi),[3] total area including Greenland and the Faroe Islands is 2,210,579 km2 (853,509 sq mi), and a population of 5.75 million (as of 2017[update]).[4]"
"Djibouti","https://en.wikipedia.org/wiki/Djibouti","Djibouti (/dʒɪˈbuːti/ ji-BOO-tee; Arabic: جيبوتي‎ Jībūtī, French: Djibouti, Somali: Jabuuti, Afar: Gabuuti), officially the Republic of Djibouti, is a country located in the Horn of Africa. It is bordered by Eritrea in the north, Ethiopia in the west and south, and Somalia in the southeast. The remainder of the border is formed by the Red Sea and the Gulf of Aden at the east. Djibouti occupies a total area of just 23,200 km2 (8,958 sq mi).[1]"
"Dominica","https://en.wikipedia.org/wiki/Dominica","Dominica (/dəˈmɪˌnɪkə/ or /ˌdɒmɪˈniːkə/; French: Dominique; Island Carib: Wai‘tu kubuli), officially the Commonwealth of Dominica, is a sovereign island country.[8] The capital, Roseau, is located on the leeward side of the island. It is part of the Windward Islands in the Lesser Antilles archipelago in the Caribbean Sea. The island lies south-southeast of Guadeloupe and northwest of Martinique. Its area is 750 km2 (290 sq mi), and the highest point is Morne Diablotins, at 1,447 m (4,747 ft) in elevation. The population was 71,293 at the 2011 census.[5]"
"Dominican Republic","https://en.wikipedia.org/wiki/Dominican_Republic","The Dominican Republic (Spanish: República Dominicana [reˈpuβliˌka ðoˌminiˈkana]) is a country located in the island of Hispaniola, in the Greater Antilles archipelago of the Caribbean region. It occupies the eastern five-eighths of the island, which it shares with the nation of Haiti,[10][11] making Hispaniola one of two Caribbean islands, along with Saint Martin, that are shared by two countries. The Dominican Republic is the second-largest Caribbean nation by area (after Cuba) at 48,445 square kilometers (18,705 sq mi), and third by population with approximately 10 million people, of which approximately three million live in the metropolitan area of Santo Domingo, the capital city.[12][13]"
"East Timor","https://en.wikipedia.org/wiki/East_Timor","East Timor (/ˌiːst ˈtiːmɔːr/ ( listen)) or Timor-Leste (/tiˈmɔːr ˈlɛʃteɪ/; Tetum: Timór Lorosa'e), officially the Democratic Republic of Timor-Leste[9] (Portuguese: República Democrática de Timor-Leste,[10] Tetum: Repúblika Demokrátika Timór-Leste),[11] is a sovereign state in Maritime Southeast Asia.[12] It comprises the eastern half of the island of Timor, the nearby islands of Atauro and Jaco, and Oecusse, an exclave on the northwestern side of the island surrounded by Indonesian West Timor. Australia is the country's southern neighbor, separated by the Timor Sea. The country's size is about 15,410 km2 (5,400 sq mi).[13]"
"Ecuador","https://en.wikipedia.org/wiki/Ecuador","Ecuador (/ˈɛkwədɔːr/ ( listen) EK-wə-dor, Spanish: [ekwaˈðor]) (Quechua: Ikwadur), officially the Republic of Ecuador (Spanish: República del Ecuador, which literally translates as ""Republic of the Equator""; Quechua: Ikwadur Ripuwlika), is a representative democratic republic in northwestern South America, bordered by Colombia on the north, Peru on the east and south, and the Pacific Ocean to the west. Ecuador also includes the Galápagos Islands in the Pacific, about 1,000 kilometres (620 mi) west of the mainland. The capital city is Quito, while the largest city is Guayaquil."
"Egypt","https://en.wikipedia.org/wiki/Egypt","Egypt (/ˈiːdʒɪpt/ ( listen) EE-jipt; Arabic: مِصر‎ Miṣr, Egyptian Arabic: مَصر‎ Maṣr, Coptic: Ⲭⲏⲙⲓ Kimi), officially the Arab Republic of Egypt, is a transcontinental country spanning the northeast corner of Africa and southwest corner of Asia by a land bridge formed by the Sinai Peninsula. Egypt is a Mediterranean country bordered by the Gaza Strip and Israel to the northeast, the Gulf of Aqaba to the east, the Red Sea to the east and south, Sudan to the south, and Libya to the west. Across the Gulf of Aqaba lies Jordan, and across from the Sinai Peninsula lies Saudi Arabia, although Jordan and Saudi Arabia do not share a land border with Egypt."
"El Salvador","https://en.wikipedia.org/wiki/El_Salvador","El Salvador (/ɛl ˈsælvədɔːr/ ( listen); Spanish: [el salβaˈðor]), officially the Republic of El Salvador (Spanish: República de El Salvador, literally ""Republic of The Savior""), is the smallest and the most densely populated country in Central America. El Salvador's capital and largest city is San Salvador. As of 2016[update], the country had a population of approximately 6.34 million,[3] consisting largely of Mestizos of European and Indigenous American descent."
"Equatorial Guinea","https://en.wikipedia.org/wiki/Equatorial_Guinea","Equatorial Guinea (Spanish: Guinea Ecuatorial,[a] French: Guinée équatoriale, Portuguese: Guiné Equatorial), officially the Republic of Equatorial Guinea (Spanish: República de Guinea Ecuatorial, French: République de Guinée équatoriale, Portuguese: República da Guiné Equatorial),[b] is a country located in Central Africa, with an area of 28,000 square kilometres (11,000 sq mi). Formerly the colony of Spanish Guinea, its post-independence name evokes its location near both the Equator and the Gulf of Guinea. Equatorial Guinea is the only sovereign African state in which Spanish is an official language. As of 2015[update], the country had an estimated population of 1,222,245.[12]"
"Eritrea","https://en.wikipedia.org/wiki/Eritrea","Eritrea (/ˌɛrɪˈtreɪ.ə/ or /ˌɛrɪˈtriːə/;[9] Tigrinya: ኤርትራ,  listen (help·info)), officially the State of Eritrea,[10] is a country in the Horn of Africa, with its capital at Asmara. It is bordered by Sudan in the west, Ethiopia in the south, and Djibouti in the southeast. The northeastern and eastern parts of Eritrea have an extensive coastline along the Red Sea. The nation has a total area of approximately 117,600 km2 (45,406 sq mi), and includes the Dahlak Archipelago and several of the Hanish Islands. Its toponym Eritrea is based on the Greek name for the Red Sea (Ἐρυθρὰ Θάλασσα Erythra Thalassa), which was first adopted for Italian Eritrea in 1890."
"Estonia","https://en.wikipedia.org/wiki/Estonia","Estonia (/ɛˈstoʊniə/ ( listen);[11][12] Estonian: Eesti [ˈeːsti]), officially the Republic of Estonia (Estonian: Eesti Vabariik), is a country in the Baltic region of Northern Europe.[13] It is bordered to the north by the Gulf of Finland, to the west by the Baltic Sea, to the south by Latvia (343 km), and to the east by Lake Peipus and Russia (338.6 km).[14] Across the Baltic Sea lies Sweden in the west and Finland in the north. The territory of Estonia consists of a mainland and 2,222 islands in the Baltic Sea,[15] covering 45,339 km2 (17,505 sq mi) of land and water, and is influenced by a humid continental climate. Ethnic Estonians are a Finnic people, sharing close cultural ties with their northern neighbour, Finland, and the official language, Estonian, is a Finno-Ugric language closely related to Finnish and the Sami languages, and distantly to Hungarian."
"Ethiopia","https://en.wikipedia.org/wiki/Ethiopia","Ethiopia (/ˌiːθiˈoʊpiə/; Amharic: ኢትዮጵያ, ʾĪtyōṗṗyā,  listen (help·info)), officially the Federal Democratic Republic of Ethiopia (የኢትዮጵያ ፌዴራላዊ ዲሞክራሲያዊ ሪፐብሊክ, yeʾĪtiyoṗṗya Fēdēralawī Dēmokirasīyawī Rīpebilīk  listen (help·info)), is a country located in the Horn of Africa. It shares borders with Eritrea to the north and northeast, Djibouti and Somalia to the east, Sudan and South Sudan to the west, and Kenya to the south. With over 102 million inhabitants,[3] Ethiopia is the most populous landlocked country in the world and the second-most populous nation on the African continent. It occupies a total area of 1,100,000 square kilometres (420,000 sq mi), and its capital and largest city is Addis Ababa.[8]"
"Fiji","https://en.wikipedia.org/wiki/Fiji","Fiji (/ˈfiːdʒiː/ ( listen) FEE-jee; Fijian: Viti [ˈβitʃi]; Fiji Hindi: फ़िजी), officially the Republic of Fiji[11] (Fijian: Matanitu Tugalala o Viti;[12] Fiji Hindi: फ़िजी गणराज्य),[13] is an island country in Melanesia in the South Pacific Ocean about 1,100 nautical miles (2,000 km; 1,300 mi) northeast of New Zealand's North Island. Its closest neighbours are Vanuatu to the west, New Caledonia to the southwest, New Zealand's Kermadec Islands to the southeast, Tonga to the east, the Samoas and France's Wallis and Futuna to the northeast, and Tuvalu to the north."
"Finland","https://en.wikipedia.org/wiki/Finland","Finland (/ˈfɪnlənd/ ( listen); Finnish: Suomi [suo̯mi] ( listen); Swedish: Finland [ˈfɪnland]), officially the Republic of Finland (Finnish: Suomen tasavalta, Swedish: Republiken Finland),[7] is a sovereign state in Northern Europe. The country has land borders with Sweden to the northwest, Norway to the north, and Russia to the east. Estonia is south of the country across the Gulf of Finland. Finland is a Nordic country situated in the geographical region of Fennoscandia, which also includes Scandinavia. Finland's population is 5.5 million (2016), and the majority of the population is concentrated in the southern region.[8] 88.7% of the population is Finnish and speaks Finnish, a Uralic language unrelated to the Scandinavian languages; the second major group is the Finland-Swedes (5.3%). Finland is the eighth largest country in Europe and the most sparsely populated country in the European Union. It is a parliamentary republic with a central government based in the capital city of Helsinki, local governments in 311 municipalities,[9] and one autonomous region, the Åland Islands. Over 1.4 million people live in the Greater Helsinki metropolitan area, which produces one third of the country's GDP."
"France","https://en.wikipedia.org/wiki/France","France (French IPA: [fʁɑ̃s]), officially the French Republic (French: République française [ʁepyblik fʁɑ̃sɛz]), is a country whose territory consists of metropolitan France in western Europe, as well as several overseas regions and territories.[XIII] The metropolitan area of France extends from the Mediterranean Sea to the English Channel and the North Sea, and from the Rhine to the Atlantic Ocean. The overseas territories include French Guiana in South America and several islands in the Atlantic, Pacific and Indian oceans. The country's 18 integral regions (5 of which are situated overseas) span a combined area of 643,801 square kilometres (248,573 sq mi) which, as of October 2017, has a population of 67.15 million people.[10] France is a unitary semi-presidential republic with its capital in Paris, the country's largest city and main cultural and commercial centre. Other major urban centres include Marseille, Lyon, Lille, Nice, Toulouse and Bordeaux."
"Gabon","https://en.wikipedia.org/wiki/Gabon","Gabon (/ɡəˈbɒn/; French pronunciation: ​[ɡabɔ̃]), officially the Gabonese Republic (French: République gabonaise), is a sovereign state on the west coast of Central Africa. Located on the equator, Gabon is bordered by Equatorial Guinea to the northwest, Cameroon to the north, the Republic of the Congo on the east and south, and the Gulf of Guinea to the west. It has an area of nearly 270,000 square kilometres (100,000 sq mi) and its population is estimated at 2 million people. Its capital and largest city is Libreville."
"The Gambia","https://en.wikipedia.org/wiki/The_Gambia","The Gambia (/ˈɡæmbi.ə/ ( listen)), officially the Republic of The Gambia,[3] is a country in West Africa that is entirely surrounded by Senegal except for its coastline on the Atlantic Ocean at its western end. It is the smallest country in mainland Africa.[4]"
"Georgia","https://en.wikipedia.org/wiki/Georgia_(country)","Georgia (/ˈdʒɔːrdʒə/ ( listen); Georgian: საქართველო, translit.: sakartvelo, IPA: [sɑkʰɑrtʰvɛlɔ] ( listen)) is a country in the Caucasus region of Eurasia. Located at the crossroads of Western Asia and Eastern Europe, it is bounded to the west by the Black Sea, to the north by Russia, to the south by Turkey and Armenia, and to the southeast by Azerbaijan. The capital and largest city is Tbilisi. Georgia covers a territory of 69,700 square kilometres (26,911 sq mi), and its 2017 population is about 3.718 million. Georgia is a unitary semi-presidential republic, with the government elected through a representative democracy.[2]"
"Germany","https://en.wikipedia.org/wiki/Germany","Germany (/ˈdʒɜːrməni/ ( listen); German: Deutschland, pronounced [ˈdɔʏtʃlant]), officially the Federal Republic of Germany (German: Bundesrepublik Deutschland,  listen (help·info)),[e][8] is a federal parliamentary republic in central-western Europe. It includes 16 constituent states, covers an area of 357,021 square kilometres (137,847 sq mi), and has a largely temperate seasonal climate. With about 82 million inhabitants, Germany is the most populous member state of the European Union. After the United States, it is the second most popular immigration destination in the world.[9][10] Germany's capital and largest metropolis is Berlin, while its largest conurbation is the Ruhr, with its main centres of Dortmund and Essen. The country's other major cities are Hamburg, Munich, Cologne, Frankfurt, Stuttgart, Düsseldorf, Leipzig, Bremen, Dresden, Hannover and Nuremberg."
"Ghana","https://en.wikipedia.org/wiki/Ghana","Ghana (/ˈɡɑːnə/ ( listen)), officially the Republic of Ghana, is a unitary presidential constitutional democracy, located along the Gulf of Guinea and Atlantic Ocean, in the subregion of West Africa. Spanning a land mass of 238,535 km², Ghana is bordered by the Ivory Coast in the west, Burkina Faso in the north, Togo in the east and the Gulf of Guinea and Atlantic Ocean in the south. Ghana means ""Warrior King"" in the Soninke language.[10]"
"Greece","https://en.wikipedia.org/wiki/Greece","Greece (Greek: Ελλάδα), officially the Hellenic Republic (Greek: Ελληνική Δημοκρατία), historically also known as Hellas, is a country in Southern Europe,[8] with a population of approximately 11 million as of 2016. Athens is the nation's capital and largest city, followed by Thessaloniki."
"Grenada","https://en.wikipedia.org/wiki/Grenada","Grenada (/ɡrɪˈneɪdə/ ( listen) gri-NAY-də; French: La Grenade) is a sovereign state in the southeastern Caribbean Sea consisting of the island of Grenada and six smaller islands at the southern end of the Grenadines island chain. It is located northwest of Trinidad and Tobago, northeast of Venezuela and southwest of Saint Vincent and the Grenadines. Its size is 348.5 square kilometres (134.6 sq mi), and it had an estimated population of 107,317[4] in 2016. Its capital is St. George's. Grenada is also known as the ""Island of Spice"" due to its production of nutmeg and mace crops, of which it is one of the world's largest exporters. The national bird of Grenada is the critically endangered Grenada dove."
"Guatemala","https://en.wikipedia.org/wiki/Guatemala","Guatemala (/ˌɡwɑːtəˈmɑːləˌ ˌɡwæt-ˌ ˌɡɑːt-/ ( listen) GWAHT-ə-MAH-lə, GWAT-, GAHT-; Spanish: [gwateˈmala]), officially the Republic of Guatemala (Spanish: República de Guatemala), is a country in Central America bordered by Mexico to the north and west, the Pacific Ocean to the southwest, Belize to the northeast, the Caribbean to the east, Honduras to the east and El Salvador to the southeast. With an estimated population of around 16.6 million,[4] it is the most populated state in Central America. Guatemala is a representative democracy; its capital and largest city is Nueva Guatemala de la Asunción, also known as Guatemala City."
"Guinea","https://en.wikipedia.org/wiki/Guinea","Guinea (/ˈɡɪni/ ( listen)), officially the Republic of Guinea (French: République de Guinée), is a country on the western coast of Africa. Formerly known as French Guinea (French: Guinée française), the modern country is sometimes referred to as Guinea-Conakry in order to distinguish it from other parts of the wider region of the same name, such as Guinea-Bissau and Equatorial Guinea.[5][6][7][8] Guinea has a population of 12.4 million and an area of 245,860 square kilometres (94,927 sq mi).[1]"
"Guinea-Bissau","https://en.wikipedia.org/wiki/Guinea-Bissau","Guinea-Bissau (/ˈɡɪni bɪˈsaʊ/ ( listen) GI-nee-bi-SOW), officially the Republic of Guinea-Bissau (Portuguese: República da Guiné-Bissau, pronounced [ʁeˈpublikɐ dɐ ɡiˈnɛ biˈsaw]), is a country in West Africa. It covers 36,125 square kilometres (13,948 sq mi) with an estimated population of 1,815,698.[2]"
"Guyana","https://en.wikipedia.org/wiki/Guyana","Guyana (pronounced /ɡaɪˈɑːnə/ or /ɡaɪˈænə/),[8][9] officially the Co-operative Republic of Guyana,[10] is a sovereign state on the northern mainland of South America. It is, however, included in the Caribbean region due to its strong cultural, historical, and political ties with other Anglo Caribbean countries and the Caribbean Community (CARICOM). Guyana is bordered by the Atlantic Ocean to the north, Brazil to the south and southwest, Suriname to the east and Venezuela to the west. With 215,000 square kilometres (83,000 sq mi), Guyana is the fourth-smallest country on mainland South America after Uruguay, Suriname and French Guiana (an overseas region of France)."
"Haiti","https://en.wikipedia.org/wiki/Haiti","Haiti (/ˈheɪti/ ( listen); French: Haïti [a.iti]; Haitian Creole: Ayiti [ajiti]), officially the Republic of Haiti (French: République d'Haïti; Haitian Creole: Repiblik Ayiti)[8] and formerly called Hayti,[note 1] is a sovereign state located on the island of Hispaniola in the Greater Antilles archipelago of the Caribbean Sea. It occupies the western three-eighths of the island, which it shares with the Dominican Republic.[11][12] Haiti is 27,750 square kilometres (10,714 sq mi) in size and has an estimated 10.8 million people,[3] making it the most populous country in the Caribbean Community (CARICOM) and the second-most populous country in the Caribbean as a whole."
"Honduras","https://en.wikipedia.org/wiki/Honduras","Honduras (/hɒnˈdʊərəs/ ( listen); Spanish: [onˈduɾas]), officially the Republic of Honduras (Spanish: República de Honduras), is a republic in Central America. It has at times been referred to as Spanish Honduras to differentiate it from British Honduras, which became modern-day Belize.[6] Honduras is bordered to the west by Guatemala, to the southwest by El Salvador, to the southeast by Nicaragua, to the south by the Pacific Ocean at the Gulf of Fonseca, and to the north by the Gulf of Honduras, a large inlet of the Caribbean Sea."
"Hungary","https://en.wikipedia.org/wiki/Hungary","Hungary (/ˈhʌŋɡəri/ ( listen); Hungarian: Magyarország [ˈmɒɟɒrorsaːɡ] ( listen)) is a unitary parliamentary republic in Central Europe.[2] It covers an area of 93,030 square kilometres (35,920 sq mi), situated in the Carpathian Basin, and is bordered by Slovakia to the north, Romania to the east, Serbia to the south, Croatia to the southwest, Slovenia to the west, Austria to the northwest, and Ukraine to the northeast.[12] With about 10 million inhabitants, Hungary is a medium-sized member state of the European Union.[13] The official language is Hungarian, which is the most widely spoken Uralic language in the world.[14] Hungary's capital and its largest city and metropolis is Budapest, a significant economic hub, classified as a leading global city.[15] Major urban areas include Debrecen, Szeged, Miskolc, Pécs and Győr."
"Iceland","https://en.wikipedia.org/wiki/Iceland","Iceland (/ˈaɪslənd/ ( listen); Icelandic: Ísland pronounced [ˈistlant])[7] is a Nordic island country of Europe located in the North Atlantic Ocean. It has a population of 332,529 and an area of 103,000 km2 (40,000 sq mi), making it the most sparsely populated country in Europe.[8] The capital and largest city is Reykjavík. Reykjavík and the surrounding areas in the southwest of the country are home to over two-thirds of the population."
"India","https://en.wikipedia.org/wiki/India","India comprises the bulk of the Indian subcontinent, lying atop the Indian tectonic plate, and part of the Indo-Australian Plate.[121] India's defining geological processes began 75 million years ago when the Indian plate, then part of the southern supercontinent Gondwana, began a north-eastward drift caused by seafloor spreading to its south-west, and later, south and south-east.[121] Simultaneously, the vast Tethyn oceanic crust, to its northeast, began to subduct under the Eurasian plate.[121] These dual processes, driven by convection in the Earth's mantle, both created the Indian Ocean and caused the Indian continental crust eventually to under-thrust Eurasia and to uplift the Himalayas.[121] Immediately south of the emerging Himalayas, plate movement created a vast trough that rapidly filled with river-borne sediment[122] and now constitutes the Indo-Gangetic Plain.[123] Cut off from the plain by the ancient Aravalli Range lies the Thar Desert.[124]"
"Indonesia","https://en.wikipedia.org/wiki/Indonesia","Indonesia (/ˌɪndəˈniːʒə/ ( listen) IN-də-NEE-zhə or /ˌɪndoʊˈniːziə/ IN-doh-NEE-zee-ə; Indonesian: [ɪndonesia]),[lacks stress] officially the Republic of Indonesia (Indonesian: Republik Indonesia [rɛpublik ɪndonesia]),[lacks stress] is a unitary sovereign state and transcontinental country located mainly in Southeast Asia, with some territories in Oceania. Situated between the Indian and Pacific oceans, it is the world's largest island country, with more than seventeen thousand islands.[14] At 1,904,569 square kilometres (735,358 square miles), Indonesia is the world's 14th-largest country in terms of land area and world's 7th-largest country in terms of combined sea and land area.[15] It has an estimated population of over 261 million people and is the world's fourth most populous country, the most populous Austronesian nation, as well as the most populous Muslim-majority country.[16] The world's most populous island, Java, contains more than half of the country's population."
"Iran","https://en.wikipedia.org/wiki/Iran","Iran (Persian: ایران‎ Irān [ʔiːˈɾɒːn] ( listen)), also known as Persia[10] (/ˈpɜːrʒə/),[11] officially the Islamic Republic of Iran (Persian: جمهوری اسلامی ایران‎ Jomhuri-ye Eslāmi-ye Irān ( listen)),[12] is a sovereign state in Western Asia.[13][14] With about 81 million inhabitants,[6] Iran is the world's 18th-most-populous country.[15] Comprising a land area of 1,648,195 km2 (636,372 sq mi), it is the second-largest country in the Middle East and the 17th-largest in the world. Iran is bordered to the northwest by Armenia, the Republic of Azerbaijan,[a] and the Azerbaijani exclave of Nakhchivan; to the north by the Caspian Sea; to the northeast by Turkmenistan; to the east by Afghanistan and Pakistan; to the south by the Persian Gulf and the Gulf of Oman; and to the west by Turkey and Iraq. The country's central location in Eurasia and Western Asia, and its proximity to the Strait of Hormuz, give it geostrategic importance.[16] Tehran is the country's capital and largest city, as well as its leading economic and cultural center."
"Iraq","https://en.wikipedia.org/wiki/Iraq","Iraq (/ɪˈræk/, /ɪˈrɑːk/ ( listen) or /aɪˈræk/; Arabic: العراق‎ al-‘Irāq; Kurdish: عێراق‎ Eraq), officially known as the Republic of Iraq (Arabic: جُمُهورية العِراق‎  Jumhūrīyyat al-‘Irāq; Kurdish: کۆماری عێراق‎ Komari Eraq), is a country in Western Asia, bordered by Turkey to the north, Iran to the east, Kuwait to the southeast, Saudi Arabia to the south, Jordan to the southwest and Syria to the west. The capital, and largest city, is Baghdad. The main ethnic groups are Arabs and Kurds; others include Assyrians, Turkmen, Shabakis, Yazidis, Armenians, Mandeans, Circassians and Kawliya.[5] Around 95% of the country's 37 million citizens are Muslims, with Christianity, Yarsan, Yezidism and Mandeanism also present. The official languages of Iraq are Arabic and Kurdish."
"Ireland","https://en.wikipedia.org/wiki/Republic_of_Ireland","Ireland (/ˈaɪərlənd/ ( listen); Irish: Éire [ˈeːɾʲə] ( listen)), also known as the Republic of Ireland (Poblacht na hÉireann), is a sovereign state in north-western Europe occupying 26 of 32 counties of the island of Ireland. The capital and largest city is Dublin, which is located on the eastern part of the island, and whose metropolitan area is home to around a third of the country's 4.75 million inhabitants. The state shares its only land border with Northern Ireland, a part of the United Kingdom. It is otherwise surrounded by the Atlantic Ocean, with the Celtic Sea to the south, Saint George's Channel to the south-east, and the Irish Sea to the east. It is a unitary, parliamentary republic.[8] The legislature, the Oireachtas, consists of a lower house, Dáil Éireann, an upper house, Seanad Éireann, and an elected President (Uachtarán) who serves as the largely ceremonial head of state, but with some important powers and duties. The head of government is the Taoiseach (Prime Minister, literally 'Chief', a title not used in English), who is elected by the Dáil and appointed by the President; the Taoiseach in turn appoints other government ministers."
"Israel","https://en.wikipedia.org/wiki/Israel","Israel (/ˈɪzreɪəl/; Hebrew: יִשְׂרָאֵל‎; Arabic: إِسْرَائِيل‎), officially the State of Israel (Hebrew: מְדִינַת יִשְׂרָאֵל‎; Arabic: دَوْلَة إِسْرَائِيل‎), is a country in the Middle East, on the southeastern shore of the Mediterranean Sea and the northern shore of the Red Sea. It has land borders with Lebanon to the north, Syria to the northeast, Jordan on the east, the Palestinian territories of the West Bank and Gaza Strip[8] to the east and west, respectively, and Egypt to the southwest. The country contains geographically diverse features within its relatively small area.[2][9] Israel's economy and technology center is Tel Aviv,[10] while its seat of government and proclaimed capital is Jerusalem, although the state's sovereignty over Jerusalem is not recognised internationally.[11][12][13][note 2][14][15] The population of Israel was estimated in 2017 to be 8,783,640 people,[3] of whom 74.7% were Jewish, 20.8% Arab and 4.5% others.[1]"
"Italy","https://en.wikipedia.org/wiki/Italy","Italy (/ˈɪtəliː/ I-tə-lee; Italian: Italia [iˈtaːlja] ( listen)), officially the Italian Republic (Italian: Repubblica italiana),[7][8][9][10] is a unitary parliamentary republic in Europe.[note 1] Located in the heart of the Mediterranean Sea, Italy shares open land borders with France, Switzerland, Austria, Slovenia, San Marino, and Vatican City. Italy covers an area of 301,338 km2 (116,347 sq mi) and has a largely temperate seasonal and Mediterranean climate. Due to its shape, it is often referred to in Italy as lo Stivale (the Boot).[11][12] With around 61 million inhabitants it is the fourth most populous EU member state."
"Ivory Coast","https://en.wikipedia.org/wiki/Ivory_Coast","Ivory Coast (/ˌaɪvəri ˈkoʊst/ ( listen)) or Côte d'Ivoire (/ˌkoʊt diˈvwɑːr/ KOHT dee-VWAHR;[6] French: [kot divwaʁ] ( listen)), officially the Republic of Côte d'Ivoire[7][8] (French: République de Côte d'Ivoire), is a sovereign state located in West Africa. Ivory Coast's political capital is Yamoussoukro, and its economic capital and largest city is the port city of Abidjan. Its bordering countries are Guinea and Liberia in the west, Burkina Faso and Mali in the north, and Ghana in the east. The Gulf of Guinea (Atlantic Ocean) is located south of Ivory Coast."
"Jamaica","https://en.wikipedia.org/wiki/Jamaica","Jamaica (/dʒəˈmeɪkə/ ( listen)) is an island country situated in the Caribbean Sea. Spanning 10,990 square kilometres (4,240 sq mi) in area, it is the third-largest island of the Greater Antilles and the fourth-largest island country in the Caribbean. Jamaica lies about 145 kilometres (90 mi) south of Cuba, and 191 kilometres (119 mi) west of Hispaniola (the island containing the countries of Haiti and the Dominican Republic)."
"Japan","https://en.wikipedia.org/wiki/Japan","Japan (Japanese: 日本 Nippon [ɲippoɴ] or Nihon [ɲihoɴ]; formally 日本国  Nippon-koku or Nihon-koku, meaning ""State of Japan"") is a sovereign island nation in East Asia. Located in the Pacific Ocean, it lies off the eastern coast of the Asian mainland and stretches from the Sea of Okhotsk in the north to the East China Sea and China in the southwest."
"Jordan","https://en.wikipedia.org/wiki/Jordan","Jordan (/ˈdʒɔːrdən/; Arabic: الأردن‎ Al-‘Urdunn [al.ʔur.dunn]), officially The Hashemite Kingdom of Jordan (Arabic: المملكة الأردنية الهاشمية‎ Al-Mamlakah Al-Urdunnīyah Al-Hāshimīyah), is an Arab kingdom in Western Asia, on the East Bank of the Jordan River. Jordan is bordered by Saudi Arabia to the east and south; Iraq to the north-east; Syria to the north; Israel, Palestine and the Dead Sea to the west; and the Red Sea in its extreme south-west.[6] Jordan is strategically located at the crossroads of Asia, Africa and Europe.[7] The capital, Amman, is Jordan's most populous city as well as the country's economic, political and cultural centre.[8]"
